Shipment_ID,Order_Date,Shipment_Date,Delivery_Date,Customer_ID,Customer_Region,Warehouse_Location,Product_Category,Shipping_Method,Shipping_Cost,Delivery_Status,Quantity_Shipped,Weight_Shipped,Distance_Shipped,Shipping_Provider,Handling_Cost,Fuel_Surcharge,Shipment_Value,Return_Status,Damaged_Goods,Customer_Satisfaction_Score,Delivery_Days,Carrier_On_Time_Percentage
124,5/4/2019,5/7/2019,5/7/2019,3401,Asia,Berlin,Food,Sea,85.14094855,On-Time,48,97.5691616,691.7514801,DHL,2.700806731,4.665928734,902.204595,No,No,3.840090926,3,97.48684596
125,5/5/2019,5/6/2019,5/11/2019,2494,Africa,Johannesburg,Apparel,Ground,78.02977416,On-Time,44,61.81891368,1744.699084,DHL,2.64781692,8.978310796,66.26598151,No,Yes,3.081568904,6,88.67572363
126,5/6/2019,5/10/2019,5/15/2019,2821,Europe,Berlin,Apparel,Air,53.50620129,On-Time,9,93.6467364,4826.052097,UPS,16.96825097,1.495976561,713.8795522,Yes,No,2.558110433,9,93.72149447
127,5/7/2019,5/9/2019,5/11/2019,1115,South America,New York,Apparel,Ground,20.04723365,Delayed,3,95.95829551,2453.629917,UPS,12.64609877,8.259736696,957.0386748,Yes,Yes,3.07407253,4,81.5298107
128,5/8/2019,5/9/2019,5/11/2019,4335,Europe,Johannesburg,Furniture,Ground,20.38626634,Delayed,26,21.20694464,567.0708522,UPS,8.445535434,2.913028087,720.9167615,Yes,Yes,2.298498896,5,92.22582634
129,5/9/2019,5/13/2019,5/17/2019,1661,South America,New York,Food,Air,82.13855146,Delayed,21,31.46376345,2298.43835,UPS,18.09610477,8.085861694,994.2163888,Yes,No,3.490751255,3,97.50886465
130,5/10/2019,5/14/2019,5/15/2019,4883,Asia,Berlin,Apparel,Air,57.64515592,On-Time,30,77.11423198,3487.996238,UPS,3.263539005,9.202711976,703.1676603,No,No,1.371921106,5,85.69930557
131,5/11/2019,5/15/2019,5/18/2019,2465,Asia,Tokyo,Apparel,Ground,53.34302262,On-Time,28,86.74301823,4987.765626,DHL,19.64579731,4.27493872,82.64487776,Yes,Yes,3.484490412,4,91.00366951
132,5/12/2019,5/13/2019,5/20/2019,4619,Asia,São Paulo,Apparel,Air,71.25101572,Delayed,36,52.16306105,1626.28753,DHL,13.09325222,3.650506541,835.6593876,Yes,Yes,2.101379401,9,97.86416298
133,5/13/2019,5/14/2019,5/16/2019,3500,Asia,New York,Electronics,Air,87.29574251,Delayed,26,99.32599369,2575.293506,UPS,5.302356571,8.02221319,320.3984163,No,Yes,1.070539316,5,93.66712852
134,5/14/2019,5/15/2019,5/22/2019,2868,North America,Berlin,Furniture,Air,66.598583,Delayed,34,1.651433776,4399.606716,FedEx,14.22324378,5.294828824,473.7543644,No,Yes,3.210823065,6,81.18418455
135,5/15/2019,5/18/2019,5/20/2019,4548,North America,Johannesburg,Electronics,Air,78.65631121,Delayed,8,30.30946923,1782.783418,UPS,15.74086268,6.844490485,346.4873201,Yes,No,3.313791023,5,87.1960058
136,5/16/2019,5/17/2019,5/25/2019,3334,Africa,New York,Furniture,Air,78.87434717,On-Time,10,62.5045945,555.2151674,FedEx,9.728170101,6.22829237,305.1264009,No,Yes,2.706276019,7,81.62968237
137,5/17/2019,5/18/2019,5/20/2019,4374,Europe,New York,Apparel,Air,42.06353039,On-Time,48,47.19434614,4745.190016,DHL,17.50938691,1.528888456,459.8354185,No,Yes,1.28914493,4,96.36503433
138,5/18/2019,5/19/2019,5/26/2019,2016,South America,São Paulo,Food,Sea,34.66748761,On-Time,43,12.10199516,2447.319626,FedEx,4.713183331,8.447903603,409.813876,No,Yes,4.573371811,7,91.81159132
139,5/19/2019,5/22/2019,5/26/2019,1310,South America,Berlin,Toys,Ground,82.10476605,Delayed,14,37.09481501,2518.890717,DHL,7.019076504,1.957751114,651.6716528,Yes,No,3.445723229,5,98.17125315
140,5/20/2019,5/21/2019,5/27/2019,1207,North America,Tokyo,Toys,Air,43.94609126,On-Time,40,3.031990758,3109.788722,FedEx,3.682862509,9.322821441,822.4936409,Yes,Yes,1.462853198,9,80.37537025
141,5/21/2019,5/25/2019,5/25/2019,3665,South America,Johannesburg,Apparel,Ground,91.30024059,Delayed,15,64.45323158,27.64775228,DHL,5.795801131,2.505712914,332.2342205,Yes,Yes,3.043722306,7,88.03866003
142,5/22/2019,5/23/2019,5/30/2019,3493,North America,Berlin,Electronics,Sea,16.27216271,Delayed,17,89.32788303,4656.344566,DHL,6.297118614,7.338809733,253.0350952,No,No,2.989017264,3,81.98291789
143,5/23/2019,5/27/2019,5/29/2019,3717,Africa,Johannesburg,Food,Air,15.23957609,Delayed,18,88.54497532,1813.640913,UPS,18.51739744,2.846553935,683.5505073,Yes,No,1.241607475,5,86.65926863
144,5/24/2019,5/28/2019,6/1/2019,1632,Europe,New York,Furniture,Ground,93.43037441,On-Time,32,70.10467514,1990.689993,DHL,3.405974398,3.177854086,686.8040625,Yes,Yes,3.427438814,8,83.07584964
145,5/25/2019,5/29/2019,6/3/2019,3102,Africa,São Paulo,Apparel,Air,68.36094228,On-Time,38,46.84413445,878.8051452,UPS,9.693472163,3.100018528,906.0746773,Yes,Yes,4.233305596,7,86.24708144
146,5/26/2019,5/29/2019,5/29/2019,3959,Asia,São Paulo,Food,Air,44.16394208,Delayed,23,51.44714606,1896.97655,UPS,11.58317637,7.47892254,65.14840213,No,Yes,3.996032217,6,95.56597809
147,5/27/2019,5/30/2019,5/30/2019,4083,Asia,Tokyo,Food,Air,77.95543733,On-Time,46,14.12342299,4021.678219,UPS,18.17647497,5.56815118,860.388629,Yes,No,1.811877657,5,83.0532872
148,5/28/2019,5/31/2019,6/6/2019,1656,Asia,São Paulo,Furniture,Air,70.5094129,Delayed,23,34.43120077,4001.958446,FedEx,19.95853194,8.829524558,544.9520643,Yes,No,4.449170118,9,88.99963038
149,5/29/2019,5/30/2019,6/6/2019,2423,Africa,New York,Food,Air,57.80809421,Delayed,35,19.17894351,4679.626236,FedEx,15.56098607,3.073727192,640.2369847,Yes,Yes,2.370168663,8,97.51007955
150,5/30/2019,6/3/2019,6/8/2019,2931,South America,Tokyo,Electronics,Air,18.89860084,Delayed,39,82.20942023,2022.115069,DHL,19.47423783,6.919925221,136.8028685,Yes,Yes,4.786033513,9,98.97680647
151,5/31/2019,6/3/2019,6/5/2019,4719,Europe,Berlin,Electronics,Air,83.09616286,On-Time,15,91.51801318,3546.520304,UPS,16.16782039,7.529485997,460.9841862,No,Yes,1.286991857,3,84.76218125
152,6/1/2019,6/4/2019,6/10/2019,4027,Asia,São Paulo,Electronics,Sea,87.94208716,On-Time,24,53.92386451,2541.1154,UPS,19.33764754,1.51482113,265.9372869,Yes,No,2.944834754,6,97.77579524
153,6/2/2019,6/3/2019,6/9/2019,3562,Asia,Tokyo,Food,Sea,25.49518197,Delayed,28,72.91252203,4022.07372,DHL,14.73087307,4.005893573,291.5137786,Yes,Yes,3.388497509,5,84.96638494
154,6/3/2019,6/6/2019,6/12/2019,2679,Asia,New York,Electronics,Air,86.54604868,On-Time,16,12.58574471,3565.584626,UPS,3.435741658,4.828174944,528.8903589,No,Yes,1.990600394,9,87.85704148
155,6/4/2019,6/5/2019,6/7/2019,4613,Europe,Johannesburg,Furniture,Air,89.00625799,On-Time,16,61.04919701,1845.835597,DHL,9.234563366,3.556873899,821.8331529,No,No,4.085520755,6,96.68054863
156,6/5/2019,6/7/2019,6/12/2019,1236,Asia,Johannesburg,Food,Sea,59.44857511,On-Time,40,70.42770663,1690.002433,UPS,13.63875111,3.22112596,756.5918836,No,Yes,3.507582719,5,94.93734599
157,6/6/2019,6/9/2019,6/9/2019,4350,Europe,New York,Toys,Sea,69.05611326,On-Time,39,45.55042889,1269.687891,FedEx,8.31293317,6.86419894,611.4499611,No,No,1.072437749,5,96.29226359
158,6/7/2019,6/9/2019,6/11/2019,1347,Asia,New York,Food,Sea,44.4013588,Delayed,6,24.7056719,2886.813795,DHL,6.920910526,2.158663977,562.4472831,No,No,3.433474363,4,95.20487691
159,6/8/2019,6/9/2019,6/14/2019,3674,Africa,Johannesburg,Furniture,Air,35.36124828,On-Time,2,87.79876479,4819.575829,DHL,12.39318681,7.093907453,455.9407411,Yes,Yes,2.965912938,7,84.4661591
160,6/9/2019,6/13/2019,6/12/2019,4175,Africa,Tokyo,Toys,Ground,74.97848323,Delayed,13,74.41941764,1008.333021,FedEx,18.80303378,9.350441964,974.0744749,No,No,1.784116807,5,90.61710719
161,6/10/2019,6/13/2019,6/17/2019,1629,Europe,Johannesburg,Food,Ground,87.56876341,Delayed,44,90.03579954,485.30975,DHL,2.629673723,5.651975212,582.1829265,No,No,4.982992908,3,87.31976365
162,6/11/2019,6/12/2019,6/15/2019,2540,Africa,New York,Electronics,Ground,68.86697977,On-Time,47,81.93106343,605.809204,FedEx,15.84616166,6.114342367,291.2680784,No,Yes,4.588648779,8,88.7345084
163,6/12/2019,6/16/2019,6/15/2019,3003,Europe,São Paulo,Apparel,Ground,56.04315496,Delayed,9,99.04225574,3917.662394,UPS,15.009091,0.689327021,268.5862524,Yes,No,2.17003078,7,82.92516974
164,6/13/2019,6/17/2019,6/18/2019,4943,Africa,Berlin,Apparel,Air,24.30322902,Delayed,34,19.62118695,1757.022973,FedEx,19.35116166,8.644769036,630.7853792,Yes,No,3.164283683,4,85.99958363
165,6/14/2019,6/16/2019,6/23/2019,2271,Africa,São Paulo,Electronics,Ground,14.81128413,On-Time,17,9.131402896,1129.59047,FedEx,18.752802,2.854477872,546.6861509,Yes,Yes,2.26600856,7,96.29529531
166,6/15/2019,6/16/2019,6/21/2019,1363,Europe,São Paulo,Apparel,Sea,50.11226112,Delayed,27,34.03177774,1770.692151,DHL,15.72018612,6.150511655,57.31291281,No,Yes,4.101983007,7,97.05360979
167,6/16/2019,6/20/2019,6/19/2019,3368,South America,New York,Apparel,Sea,14.44146073,Delayed,29,13.33591541,3230.200756,UPS,11.36735776,9.791121697,838.5621036,Yes,Yes,4.721325733,5,91.59290859
168,6/17/2019,6/20/2019,6/21/2019,4704,Africa,Johannesburg,Electronics,Ground,61.24011687,On-Time,37,52.55144623,2738.467753,FedEx,5.676815958,5.955026006,718.9162365,No,Yes,2.435314428,3,89.46707788
169,6/18/2019,6/21/2019,6/23/2019,1285,Asia,Tokyo,Electronics,Sea,44.44562722,On-Time,43,63.48637609,3720.511139,UPS,11.81424293,7.247094875,678.7378252,No,Yes,4.222336997,5,93.54395407
170,6/19/2019,6/21/2019,6/27/2019,1148,South America,São Paulo,Food,Air,78.14702077,On-Time,22,58.03971721,1701.980001,FedEx,15.77633589,4.453196182,115.3416248,Yes,No,2.993630171,9,91.56821175
171,6/20/2019,6/24/2019,6/24/2019,2107,Europe,Johannesburg,Food,Ground,37.50836472,On-Time,24,26.29439347,2265.622582,DHL,18.12204583,0.603658435,393.9530577,Yes,No,2.586314245,3,98.68982512
172,6/21/2019,6/22/2019,6/30/2019,3453,South America,Tokyo,Electronics,Ground,63.36844309,On-Time,7,90.92799108,518.8221611,FedEx,16.21481617,7.975993495,938.6131477,Yes,No,4.753687408,9,83.61168705
173,6/22/2019,6/25/2019,6/26/2019,4025,North America,São Paulo,Furniture,Air,58.39151696,Delayed,34,2.606650192,374.5626437,FedEx,5.514804833,0.349988413,869.4597793,No,No,3.041618755,3,88.5318498
174,6/23/2019,6/27/2019,6/28/2019,1455,North America,Tokyo,Apparel,Sea,10.4241183,Delayed,48,35.1273287,2316.653662,UPS,12.79435366,7.006578289,321.265791,Yes,No,2.869642001,6,97.44656954
175,6/24/2019,6/28/2019,6/28/2019,2766,Africa,Johannesburg,Food,Air,16.51504584,On-Time,12,72.0397513,1514.967071,FedEx,7.979122272,0.229215731,199.2059399,Yes,Yes,3.689737608,5,97.38000414
176,6/25/2019,6/27/2019,6/30/2019,1799,Africa,Berlin,Apparel,Air,36.13313912,On-Time,23,76.80942817,3067.874855,DHL,2.165702013,8.623052366,476.6335593,Yes,Yes,2.044936804,9,89.41159008
177,6/26/2019,6/29/2019,6/29/2019,2184,Asia,Johannesburg,Toys,Sea,89.40115729,Delayed,15,41.90379517,224.5808056,DHL,5.603976844,1.576360358,388.0388597,Yes,Yes,2.299171483,4,82.56137104
178,6/27/2019,6/30/2019,7/2/2019,2012,South America,New York,Electronics,Air,23.23134594,On-Time,33,2.182526419,617.6142242,FedEx,4.037971699,5.142714954,698.1150579,Yes,Yes,4.728183345,8,95.48420138
179,6/28/2019,6/29/2019,7/3/2019,3831,North America,Tokyo,Furniture,Sea,73.98048974,On-Time,13,61.99534607,4327.302147,FedEx,17.16894422,5.971507045,968.1130696,No,No,3.714119382,7,91.11813854
180,6/29/2019,7/2/2019,7/5/2019,3507,Africa,Berlin,Toys,Sea,97.60299095,Delayed,23,6.777920778,2835.894991,UPS,6.653112539,4.575454074,394.8513775,No,Yes,4.306548591,6,94.6901543
181,6/30/2019,7/1/2019,7/5/2019,4621,South America,Tokyo,Toys,Air,81.15107974,Delayed,38,11.23164973,3563.152123,UPS,7.12456344,3.407634893,109.112964,Yes,Yes,2.084447048,9,88.787949
182,7/1/2019,7/4/2019,7/6/2019,2523,Africa,Tokyo,Toys,Sea,31.86508255,Delayed,32,65.1999466,4211.440872,DHL,19.27885829,4.678142962,902.7333079,No,No,3.17516076,4,83.87379452
183,7/2/2019,7/4/2019,7/10/2019,3785,Africa,São Paulo,Electronics,Air,91.75287344,On-Time,45,31.59258845,2324.533371,UPS,8.823561015,3.114157539,86.05224373,No,No,4.885585068,8,80.45579874
184,7/3/2019,7/6/2019,7/6/2019,3556,North America,New York,Food,Sea,18.37964409,Delayed,35,35.12900019,3807.691316,FedEx,2.172541523,4.381223471,955.1276023,No,Yes,2.274815596,8,90.62362711
185,7/4/2019,7/5/2019,7/13/2019,4725,North America,Tokyo,Electronics,Ground,52.13277477,On-Time,1,48.93730416,2627.68204,DHL,7.10923067,3.58912991,681.3504566,Yes,No,1.641905905,5,83.0598774
186,7/5/2019,7/6/2019,7/11/2019,4875,Africa,Johannesburg,Food,Sea,89.8787717,Delayed,47,97.86855029,1121.516364,UPS,4.147392451,5.662048235,944.604748,No,No,3.043544033,3,83.55560696
187,7/6/2019,7/8/2019,7/14/2019,1480,Europe,Johannesburg,Toys,Sea,67.71391383,On-Time,45,96.56150096,1694.904282,DHL,3.850554111,2.379241622,239.6767023,Yes,Yes,2.551284355,9,88.28980699
188,7/7/2019,7/10/2019,7/14/2019,2686,Africa,São Paulo,Toys,Air,47.22801083,On-Time,5,41.91796944,2456.848701,FedEx,3.394771222,9.886565549,88.66480549,No,No,1.638308931,5,88.3994644
189,7/8/2019,7/11/2019,7/11/2019,3161,Africa,New York,Furniture,Sea,36.35315801,On-Time,13,26.91717211,1591.258905,UPS,12.67867046,5.008699534,513.7994794,Yes,Yes,4.554205531,8,85.21335471
190,7/9/2019,7/11/2019,7/12/2019,3796,Asia,New York,Food,Ground,43.75894648,Delayed,5,30.60791919,1684.28318,FedEx,5.408259025,1.941620774,478.0922438,No,No,4.962895642,5,82.50652196
191,7/10/2019,7/13/2019,7/17/2019,2601,Asia,Johannesburg,Toys,Ground,55.80476029,Delayed,32,27.24373917,1693.590228,FedEx,8.502370293,4.770667496,364.9176596,No,No,3.274328723,6,97.95410228
192,7/11/2019,7/14/2019,7/20/2019,3408,Asia,Berlin,Apparel,Sea,38.71395369,Delayed,21,53.45845781,622.9714945,DHL,17.51631889,8.664151295,959.7736507,Yes,No,4.098707073,9,82.5011717
193,7/12/2019,7/13/2019,7/17/2019,1340,Europe,São Paulo,Furniture,Sea,97.20710759,On-Time,24,60.88255088,432.36661,DHL,9.638086516,0.218067931,831.4545456,Yes,No,4.436153478,4,86.66467911
194,7/13/2019,7/16/2019,7/21/2019,3817,Europe,São Paulo,Electronics,Ground,93.97698878,Delayed,18,49.13354913,242.0152381,DHL,18.4824443,6.795541191,678.5029203,No,Yes,3.803928024,8,85.79249186
195,7/14/2019,7/17/2019,7/18/2019,3010,Africa,Johannesburg,Furniture,Air,88.36043214,Delayed,21,41.09543904,563.6717426,UPS,10.96288496,5.479677968,204.7153771,Yes,No,1.176624196,9,96.46042004
196,7/15/2019,7/17/2019,7/21/2019,3808,Asia,Johannesburg,Apparel,Ground,47.9646852,On-Time,10,21.52286124,1725.09839,UPS,9.179059067,1.695579944,747.6072378,Yes,Yes,1.630536927,6,87.79118652
197,7/16/2019,7/18/2019,7/20/2019,4016,Europe,Berlin,Food,Ground,72.21715924,On-Time,24,48.50930634,2973.420311,DHL,15.50700069,8.174764393,740.661832,Yes,Yes,1.283956765,4,82.35682649
198,7/17/2019,7/21/2019,7/24/2019,3496,North America,Berlin,Electronics,Sea,91.25463763,Delayed,40,34.43972002,948.8531668,UPS,3.317151778,3.688846224,453.8147649,Yes,No,1.039518427,6,80.19495954
199,7/18/2019,7/19/2019,7/21/2019,2866,Africa,New York,Electronics,Sea,86.53865389,Delayed,47,54.38874855,4441.164142,UPS,3.610610894,2.938020288,928.5466142,No,No,2.223985635,7,93.71704247
200,7/19/2019,7/22/2019,7/28/2019,1834,South America,São Paulo,Food,Ground,47.28943126,Delayed,21,67.68134684,4043.828332,DHL,13.73552685,8.281251919,208.6289881,Yes,Yes,2.569423842,3,93.57552076
201,7/20/2019,7/23/2019,7/23/2019,2203,Africa,São Paulo,Furniture,Air,20.11474444,On-Time,25,63.51456136,2607.430293,FedEx,10.76493284,6.385250462,303.9706843,No,No,1.964118929,3,87.93788975
202,7/21/2019,7/25/2019,7/27/2019,2725,South America,Johannesburg,Toys,Ground,16.80673275,Delayed,23,46.51777594,3623.807056,UPS,16.22747451,8.982590837,110.0631223,No,No,1.258418592,3,82.39985201
203,7/22/2019,7/25/2019,7/25/2019,4478,Asia,New York,Furniture,Ground,61.93576407,On-Time,22,55.82721622,1837.979338,UPS,18.49287507,6.298837037,805.6784103,Yes,Yes,3.119452363,7,87.06104244
204,7/23/2019,7/24/2019,7/26/2019,2689,South America,São Paulo,Apparel,Air,67.83651417,On-Time,4,28.84318503,193.5211857,FedEx,8.990603798,7.408176579,640.6714168,Yes,No,2.09327728,8,91.20776657
205,7/24/2019,7/28/2019,7/30/2019,4267,Asia,New York,Toys,Ground,86.48583441,Delayed,34,2.911905773,4522.620909,FedEx,12.73538048,8.364458963,349.1932904,Yes,Yes,4.184148619,8,93.37491589
206,7/25/2019,7/26/2019,8/2/2019,4537,North America,New York,Furniture,Ground,36.32635183,Delayed,6,62.68943569,647.6895064,FedEx,11.0125393,0.547396359,205.6229804,Yes,No,1.032210487,7,81.48655796
207,7/26/2019,7/30/2019,8/3/2019,1310,South America,Johannesburg,Food,Sea,25.07234415,On-Time,28,25.63057163,4740.207358,DHL,19.6689918,7.760489589,88.14038153,No,No,4.370108205,3,90.56984194
208,7/27/2019,7/31/2019,8/2/2019,1261,Africa,New York,Apparel,Air,44.11052499,On-Time,31,67.06089415,2863.694115,FedEx,16.95951933,6.137064818,208.4082902,No,No,4.819014716,3,85.24635749
209,7/28/2019,7/30/2019,8/6/2019,2442,Asia,Berlin,Apparel,Sea,41.82176113,Delayed,35,74.82734571,1534.759674,DHL,18.41127875,0.695077965,480.620414,Yes,No,3.864540253,4,91.72805946
210,7/29/2019,7/30/2019,8/5/2019,1405,Africa,Berlin,Apparel,Sea,21.92220586,Delayed,39,91.63481074,2482.66787,FedEx,6.578121576,5.085779219,284.8181206,No,No,3.934576261,4,92.31466233
211,7/30/2019,8/2/2019,8/2/2019,3190,Europe,Tokyo,Toys,Air,70.50543873,Delayed,42,95.83321815,2513.132747,FedEx,15.90547562,0.82458078,296.0330686,Yes,No,4.734249246,5,97.30147033
212,7/31/2019,8/3/2019,8/9/2019,1341,Asia,Johannesburg,Electronics,Air,55.78227467,On-Time,23,1.547341608,126.2025264,DHL,6.77851805,7.359472017,881.7975483,No,Yes,1.836285141,9,87.79718913
213,8/1/2019,8/2/2019,8/4/2019,2339,South America,Tokyo,Toys,Ground,74.90104805,On-Time,6,99.04223383,1783.744661,DHL,5.757365602,5.465017139,539.3807898,No,Yes,4.978262273,9,90.21422254
214,8/2/2019,8/5/2019,8/9/2019,4172,Asia,Berlin,Furniture,Sea,41.74220082,Delayed,16,68.46032269,3701.93034,FedEx,18.99679087,9.535735374,742.7893745,No,No,4.093924814,9,85.09608733
215,8/3/2019,8/6/2019,8/11/2019,1243,Africa,Tokyo,Electronics,Air,39.31319904,On-Time,2,64.53065396,2555.245253,FedEx,2.347479501,1.831353716,83.92540158,Yes,No,3.906282833,6,85.44458346
216,8/4/2019,8/5/2019,8/13/2019,1489,North America,Johannesburg,Furniture,Sea,52.53182677,On-Time,24,2.013702972,1228.708284,FedEx,19.37699667,6.060334525,396.9051879,Yes,Yes,2.444362316,4,80.87464185
217,8/5/2019,8/9/2019,8/10/2019,1011,Asia,Johannesburg,Electronics,Sea,88.96666109,Delayed,17,86.19272448,1682.198202,UPS,4.686714146,2.115821346,505.21088,No,Yes,3.183109942,4,85.4353099
218,8/6/2019,8/7/2019,8/11/2019,4310,South America,New York,Toys,Air,13.62531761,On-Time,45,14.976399,4316.641422,FedEx,16.74988547,6.140649847,227.0960124,Yes,Yes,3.615671153,4,81.2127451
219,8/7/2019,8/11/2019,8/12/2019,1560,Europe,São Paulo,Apparel,Ground,82.43495356,Delayed,1,83.81435032,2632.492854,DHL,6.966605955,7.226497024,164.1819644,Yes,No,3.481371445,4,98.31440002
220,8/8/2019,8/11/2019,8/16/2019,1041,North America,New York,Food,Sea,43.20888514,Delayed,6,2.048473353,2646.477092,UPS,8.312641894,7.223043293,876.7885896,No,No,3.819938554,7,91.86100147
221,8/9/2019,8/12/2019,8/17/2019,3725,Europe,Johannesburg,Apparel,Air,86.91571232,On-Time,5,64.77344412,4807.722621,DHL,5.901638804,8.150739907,942.4600457,Yes,No,1.329526956,5,83.28982266
222,8/10/2019,8/13/2019,8/17/2019,1593,Asia,Berlin,Toys,Ground,82.1982708,On-Time,45,43.76275261,1611.198181,UPS,12.53925276,8.53550228,124.8663631,Yes,Yes,2.422593731,4,82.21856084
223,8/11/2019,8/13/2019,8/14/2019,2452,Africa,Berlin,Electronics,Sea,41.38851227,Delayed,29,20.47628954,2402.910214,UPS,8.265719855,0.772717263,381.5677769,No,Yes,2.736000066,8,87.03232979
224,8/12/2019,8/16/2019,8/19/2019,2826,Africa,New York,Apparel,Air,72.44888818,On-Time,12,11.20235848,4060.450853,DHL,13.83307471,3.432671571,960.3713467,No,No,2.042517191,6,85.84529917
225,8/13/2019,8/15/2019,8/20/2019,4229,South America,Johannesburg,Toys,Sea,24.36694811,Delayed,39,44.29270581,3796.972122,UPS,2.281651723,6.871225204,129.0036465,No,Yes,1.690509081,9,85.30584084
226,8/14/2019,8/16/2019,8/22/2019,4287,Africa,Berlin,Furniture,Air,90.66533969,On-Time,47,12.76892763,1336.339115,DHL,3.158747903,4.985862874,661.4593042,No,No,1.55570992,4,88.89572485
227,8/15/2019,8/16/2019,8/20/2019,2693,North America,Johannesburg,Food,Air,46.4041958,On-Time,3,48.90143786,763.9443276,FedEx,3.793900749,1.906759468,973.6103024,Yes,No,2.465533569,7,97.34460302
228,8/16/2019,8/18/2019,8/20/2019,4533,Africa,Berlin,Apparel,Sea,51.00630538,On-Time,48,62.70909734,3506.515835,UPS,9.541886336,5.527095702,979.3124852,Yes,Yes,2.973766802,8,90.79295483
229,8/17/2019,8/18/2019,8/20/2019,1133,South America,Johannesburg,Electronics,Sea,73.51831459,Delayed,1,82.82472726,1295.704322,DHL,16.66633111,4.074356528,497.6621644,No,No,1.251905761,9,89.90339859
230,8/18/2019,8/19/2019,8/26/2019,4138,Asia,Tokyo,Furniture,Air,83.8756213,On-Time,27,68.025619,4614.152384,UPS,17.98720239,3.900382777,204.6116524,No,Yes,4.785832378,3,95.32442027
231,8/19/2019,8/21/2019,8/24/2019,4919,Asia,Johannesburg,Toys,Ground,31.2708469,Delayed,48,6.987376787,654.945993,DHL,6.406593321,8.097537174,241.9800992,Yes,Yes,4.060973291,3,80.07646762
232,8/20/2019,8/24/2019,8/29/2019,4078,Africa,Johannesburg,Food,Sea,69.52151259,Delayed,24,31.08953699,1598.392849,FedEx,12.33865504,4.075983338,895.1213254,Yes,No,3.923407093,9,83.75032771
233,8/21/2019,8/25/2019,8/25/2019,1947,Europe,New York,Electronics,Air,45.27982395,Delayed,44,29.15387149,283.3883622,FedEx,15.83056987,0.264545055,916.0988541,Yes,No,1.6914421,5,89.42753275
234,8/22/2019,8/26/2019,8/26/2019,4597,Asia,Tokyo,Toys,Air,43.18326316,On-Time,19,91.54572614,3519.493481,UPS,7.198929739,0.580633389,627.4856617,No,Yes,3.415203072,3,93.40087215
235,8/23/2019,8/27/2019,8/31/2019,1072,Africa,São Paulo,Toys,Ground,72.10232415,Delayed,8,86.84431342,4457.400618,UPS,9.362139261,8.562440417,777.8675795,No,No,3.118899787,4,89.2155357
236,8/24/2019,8/28/2019,8/30/2019,1398,South America,New York,Apparel,Ground,44.84649467,Delayed,44,37.32971788,3183.013891,DHL,11.43153565,9.6060081,752.9346889,No,Yes,4.929875383,9,83.11060364
